ID_Pessoa,Idade,Renda,Tipo_de_Residência,Tempo_de_trabalho,ID_Emprestimo,Intenção_do_emprestimo,Grau_emprestimo,Quantidade_emprestimo,Taxa_juros,Estado_emprestimo,Renda_percentual,ID_historico,inadimplencia,tempo_historico_de_credito
WncBANRj-wmyF,23,60000,Aluguel,0,46JduOBB-c9Rg,Educação,C,9600,14.65,0,0.16,nZwxuz6Y-zvsQ,Y,2
8hY6b9Ii-Me3g,57,56650,Aluguel,1,79nUMU65-WF1v,Pessoal,C,5000,15.96,0,0.09,T5ObhDHI-Qbmr,N,24
kP0dJ8rg-XRei,36,32000,Hipotecada,9,18DT7jdX-ana4,Educação,B,5000,8.88,0,0.16,F780psny-QHCt,N,13
oi0EK1Bk-MelC,22,58992,Aluguel,0,hse7O8T6-ycDA,Médico,C,3000,12.84,1,0.05,LGLps6EA-FWl8,Y,3
ACuT6xQH-XIkc,25,45000,Aluguel,3,MWJsekOa-ynEB,Médico,E,13650,18.79,1,0.3,Web5f25D-jseI,N,2
sqjR4Xw7-iJUv,32,60000,Aluguel,5,ifYFlGv1-a9D3,Médico,C,1925,12.29,0,0.03,QloxChLO-Z5UB,Y,9
8ZJFGCIM-baHf,35,85000,Hipotecada,2,YDE5dz1A-6aP4,Educação,B,8400,11.99,0,0.1,4NXNsMub-jB3X,N,9
a4zYwm6g-MHDe,26,62900,Aluguel,2,GK92kvDi-M9Ns,Médico,C,20000,13.85,1,0.27,kfYu2tBh-LpaI,N,3
TXR28rUq-J5ao,30,83203,Aluguel,6,I1i5z6YS-Z3ZS,Médico,A,14100,6.03,0,0.17,tccOHa9J-arU3,N,8
eCimq8Rd-lUjH,25,65454,Hipotecada,9,QoLLg39o-3kg3,"Quitação de dividas",B,8400,11.99,0,0.13,cA9QPjl2-RuqS,N,2
xNPyB5NM-pHEz,36,36000,Hipotecada,0,4JL4D4nH-Cq0R,Investimento,A,12000,9.63,0,0.33,ze3dqcAs-eKey,N,15
ITw9uNq5-i0If,31,46500,Hipotecada,7,8P0uETXB-oOzk,Pessoal,C,8000,13.04,0,0.17,hU5spZrR-QKkI,Y,6
dW11F5vu-x1e2,28,81996,Aluguel,5,NmHo9hrW-9lgR,Pessoal,C,5000,14.26,0,0.06,FCxmD8Ul-I9Fx,N,5
5Fs8cHw2-0Tsn,23,55000,Aluguel,2,FdDreptQ-W1au,Médico,B,10800,8.88,0,0.2,1W1hYSQo-5dt5,N,2
y9vvyODI-0DJ3,30,102000,Aluguel,3,fqf3fwj5-RK40,"Melhoramento do lar",A,10000,6.03,0,0.1,DkYt3MWU-gkcQ,N,8
YCO6f8Z3-ObxM,26,39000,Aluguel,5,mv4o9oXI-m0w1,Médico,B,2800,10,0,0.07,E13obcKN-628n,N,2
bQITmU0d-r35c,22,43000,Aluguel,0,jB2OarbH-HIPw,Educação,A,15000,8.49,1,0.35,FZ7z8m0N-9JSU,N,2
QTWO2Eiv-M8M5,26,110000,Hipotecada,2,w1ABYrzH-euQY,Investimento,D,4500,14.84,0,0.04,5RUmrw9Y-9qY6,N,4
CxNjHw5G-X0no,33,33504,Aluguel,4,1SIxRjbc-yyO0,"Quitação de dividas",B,9600,10.99,0,0.29,sWQyRvmM-11kK,N,8
MznU7nXQ-PUO8,29,120000,Hipotecada,1,qeMPftlu-PlON,Investimento,B,5000,9.91,0,0.04,m9ztus65-bHrn,N,7
62u1Gr2d-HEnD,27,70000,Aluguel,11,ujJo9dxX-ch3f,Médico,B,10000,10.65,0,0.14,JLDRS4et-mFP2,N,10
9D8AOvaB-lZAn,30,37000,Aluguel,2,3jP6Q21w-3N96,Educação,B,2600,9.25,0,0.07,f9hPUuJj-SlWQ,N,7
SEa4ROkI-JwIC,22,44000,Aluguel,5,KY4b8e0G-fS2K,"Melhoramento do lar",B,15000,11.11,1,0.34,RTGQjdcI-3ohM,N,3
KvmSjq3R-MK5N,24,45000,Aluguel,8,U27IOvji-w41K,Pessoal,C,8000,12.73,0,0.18,uAp0ugb9-YRHj,N,2
yJ4rKs1U-ncNi,22,18000,Própria,1,0Lfr1Kcb-b11G,Médico,D,5400,15.31,1,0.3,ewo1STUb-v21c,Y,2
NDg8ROm1-T6nD,23,45000,Aluguel,2,UrqRAyfM-OWc1,Investimento,A,3600,6.03,0,0.08,ml62eqHX-KnOz,N,3
6S3nC3FT-z9Hu,26,30000,Aluguel,1,5lMxIHUd-guUB,"Quitação de dividas",C,3000,13.49,0,0.1,uCbiFGZI-eQ5d,N,4
MLZ7SjRw-cIZG,24,40000,Aluguel,2,1o1jp7hT-dR46,"Quitação de dividas",B,3600,11.12,0,0.09,Cc1AqIp5-bn9j,N,3
SN00eyHJ-ogYt,21,35000,Hipotecada,1,8i5A4wKh-F8xP,Médico,A,4950,7.68,0,0.14,7oYwPvka-1Rbp,N,4
527J8sr5-M25g,28,40500,Hipotecada,0,N61UtGEf-zZdu,Investimento,C,12000,12.23,0,0.3,ot6qUU26-dFjF,Y,5
wrsH578m-evKg,22,42000,Hipotecada,6,dKb4vrB5-k09q,Médico,A,5000,8.94,0,0.12,tJh7vKZk-UNXE,N,2
plr0B3OJ-EfOD,24,41000,Hipotecada,3,xD9KBXRC-4OHx,Investimento,A,2500,7.29,0,0.06,8IGSBg0c-79TL,N,2
93UL9MHy-KCG6,35,130000,Hipotecada,15,ue1QykIN-THcl,"Quitação de dividas",B,5000,10.65,0,0.04,NtKgM2NC-eSki,N,7
ElNXdahE-OstD,26,80000,Hipotecada,2,kShAUTou-qx60,Investimento,A,4900,6.76,0,0.06,uDRzJeWA-3zrc,N,3
BngOj0GW-Xidj,26,34400,Aluguel,5,F7UlBjd0-lwWH,Médico,A,4200,8.9,0,0.12,PrR6Arjm-SmFQ,N,3
iXcRYUfa-85r7,25,46000,Aluguel,3,UqqOfNpg-cOyH,"Quitação de dividas",A,7000,9.07,0,0.15,ATYYqSRT-Oj0j,N,3
qGznb1vl-bFMA,24,24000,Aluguel,3,G6r3GG8S-Y3Az,Investimento,B,10000,8.7,1,0.42,rCNWrfng-vOzz,N,2
HpsTPQ29-7QLN,22,39996,Hipotecada,7,jHt6B6vK-K5QR,Médico,B,6000,12.42,0,0.15,56XUdtdw-LsvQ,N,4
3xt4NDYj-EURm,27,150000,Hipotecada,4,08Ts3XSa-KkvE,Investimento,C,6000,13.49,0,0.04,Y8bd2jgZ-n2vY,N,6
2LT1fn3z-FQkX,23,48600,Hipotecada,7,hytOeT1J-O8UH,Pessoal,B,19000,11.36,0,0.39,aOF0ivx4-tlKW,N,4
3CTfmC46-t1KR,33,54000,Hipotecada,7,TlfEHXe6-YBrg,"Quitação de dividas",C,32000,15.23,1,0.59,MCHIXW99-EOul,N,7
nlZTkSA9-33Uy,35,76000,Aluguel,2,3ernEHxU-ZGua,Pessoal,C,1000,13.49,0,0.01,eTNZijqi-te5c,N,8
nR59xIbu-BSwv,24,145008,Hipotecada,8,m1d22PWI-El2C,Educação,A,5000,9.63,0,0.03,vLES55l3-MWyu,N,4
8AcBHpnv-l7at,28,95000,Hipotecada,13,8Nw85vm8-OEw4,Investimento,B,15000,9.91,0,0.16,fgrlQiBk-IOdA,N,7
anTg3dLw-CT63,22,75000,Aluguel,6,LIOiuyhw-2hie,Educação,C,2000,13.43,0,0.03,1DXzl5hk-ZxSf,N,3
U0youCPk-CdwZ,22,166000,Hipotecada,1,XFvtSbaM-z1Jh,Educação,B,23450,11.36,0,0.14,HE21itaT-TO9F,N,3
mgfhqgR8-fdWm,23,43200,Aluguel,0,AAjFnhdS-ue07,Educação,A,9000,6.17,0,0.21,ltjXkt9p-7vf2,N,3
QJeYmqsT-YWrS,31,24000,Aluguel,3,uGCre0tA-um0t,Investimento,A,6000,8.49,0,0.25,TkCkebMi-TKOp,N,9
SOYRHojn-eaDw,22,35000,Própria,6,Hec8EWyf-R98h,Médico,B,5000,11.14,0,0.14,qLHCIkYx-8NNr,N,2
xOGD0mW6-DOIz,24,50000,Hipotecada,1,t6Gzwf3c-Z4ml,Pessoal,C,11400,12.53,0,0.23,HJhLHgqo-6SA8,N,2
226cP8B1-rliF,36,51000,Hipotecada,4,slNJ5Bil-Ngbo,"Melhoramento do lar",B,4775,11.14,0,0.09,i8kYj97X-Oj5c,N,14
W5nkr2DF-nMFc,25,20000,Aluguel,1,XxNlX0vO-ZEpk,Investimento,A,12000,8.07,1,0.6,exjJp3ZY-kmEN,N,4
S61CZLfF-26OZ,26,25200,Aluguel,2,KIqFi5U8-KIyY,Médico,C,1500,13.49,0,0.06,eEcICBfZ-yNE8,Y,2
RDfzCxnN-kqPQ,31,31323,Hipotecada,6,Bm4AAACl-gHri,"Quitação de dividas",C,2500,13.22,1,0.08,KgqkGkuU-f9kv,N,5
Z3QQ6ack-01Bm,23,28038,Aluguel,2,KZCiacvx-GeUy,"Quitação de dividas",A,7000,7.88,0,0.25,wQCNauYO-AAJ9,N,4
o0Rm8PIw-29wU,21,75000,Hipotecada,5,ErITXeA8-GwBm,Educação,A,8550,6.91,0,0.11,bbo5wMo9-OGdx,N,3
Ut3zAB4m-4I3q,21,15360,Aluguel,0,d31j0CUt-rR8L,Educação,B,1600,12.69,0,0.1,gUJ4ZurC-ijwh,N,2
ZsSuquFl-OpSL,23,83000,Aluguel,2,CcJBd0Mr-KXLo,"Quitação de dividas",D,12000,17.27,1,0.14,aTTB6XwJ-Mknl,Y,4
zF0UdC2W-lC7L,29,113000,Hipotecada,5,mnlWlzXc-MI5C,"Melhoramento do lar",C,25000,13.16,1,0.22,isazQSyJ-AMGK,N,9
vzs0a99d-j94a,29,54996,Aluguel,1,TwJ9IGuE-M5aC,Investimento,B,10000,9.99,0,0.18,yIPhloqe-SPqz,N,10
jksvcATF-ArTs,25,102000,Hipotecada,5,s9LKWqbr-RPL5,Educação,B,6975,9.91,0,0.07,4KPH3itC-vLWH,N,3
W4PuGG4l-2ieX,26,49000,Aluguel,2,uXHlwbWD-0xSy,Investimento,D,8400,18.25,1,0.17,vWG1jZap-Iw0U,Y,4
4H4aBE50-Uf4L,22,64000,Aluguel,5,JASFCLWp-bN2k,Médico,A,6600,8.9,0,0.1,NcAGKYBW-9hOw,N,3
pOxZuJQP-6LOL,23,34482,Aluguel,7,NQ2PzAaI-726q,Pessoal,B,7000,10.99,0,0.2,oDXgAwki-U75U,N,4
lS4utT9H-G2YK,26,82000,Hipotecada,2,QPhOGFh9-Wory,Pessoal,D,4500,15.05,0,0.05,SGfzfgRK-0QfH,Y,4
AT4fTS6H-P3jR,27,20000,Aluguel,1,gk4SiTtl-434i,Investimento,C,6000,13.11,0,0.3,OuCdnXSH-IuKF,Y,10
UNKpQErP-Dj7W,25,46392,Aluguel,9,ac1wEf8q-60ex,"Quitação de dividas",D,4000,16.32,1,0.09,T8i9WKKd-LJmt,Y,3
bXmaQbzf-bEot,23,63816,Aluguel,4,wbliapBC-ZJ2K,Educação,B,3500,9.63,0,0.05,UyCuUea3-MUUG,N,3
DgkFM9i7-TrD7,35,85000,Aluguel,1,DMA389H3-D7aK,Investimento,A,3600,7.51,0,0.04,JZn0TBI5-ccMA,N,7
ewmv3lNA-tdBE,32,1200000,Hipotecada,1,Gq6rlqeY-Z6wX,Investimento,A,12000,7.51,0,0.01,mz4kSDoN-0LjI,N,8
BSTH2PPc-DZqn,28,17004,Aluguel,4,JjlDGRTS-cLvt,"Melhoramento do lar",A,3500,7.68,1,0.21,CGKgkKXb-4grY,N,8
KNU09rP1-fGZl,22,26400,Hipotecada,2,2BeE915q-FOYf,"Quitação de dividas",B,4400,11.49,0,0.17,zzIYvWv6-0JyC,N,4
UG2DzBe6-YzrR,21,53851,Hipotecada,2,k2YmEDvG-eKpk,"Quitação de dividas",B,12000,10,0,0.22,WshAPM4P-tnr3,N,2
cB7ZrLQg-ESYy,26,95000,Aluguel,0,bqC3bQuT-dK17,"Quitação de dividas",B,12000,10.65,0,0.13,QDkEOSlg-ezwI,N,4
xYZ6Nn8L-zw6z,27,20004,Aluguel,0,wfaS4ut5-3aaE,Investimento,B,1500,12.69,0,0.07,riKrZkIn-CJcj,N,9
BDbBAOen-8Loq,22,29000,Aluguel,4,hnYuemXn-QZsS,Investimento,A,1000,7.29,0,0.03,cTzo0e3z-Gl3N,N,4
PztDMNsP-W3RD,30,95000,Hipotecada,14,k4EIJeG1-YgtD,Pessoal,B,25000,11.12,0,0.26,ZjEGjvco-M6qF,N,6
8JAm1H9H-KsFa,23,61000,Aluguel,2,5rPaP1dB-YrmA,"Quitação de dividas",D,4000,16,1,0.07,r7Kjk04R-ehrx,Y,4
1a4v89iz-ESyY,28,60000,Aluguel,3,HuYhR4fG-2wch,Médico,C,25000,13.49,1,0.42,1diTpjgP-YJ8e,N,10
cx2YoDX5-cXxl,23,37000,Aluguel,5,dRNmE0Hx-bNvW,"Quitação de dividas",D,5500,15.31,1,0.15,MNAkD5cb-4JlK,Y,2
esJaGL2f-bju2,30,48000,Hipotecada,9,OJjF1iyp-7UdI,Educação,A,3000,7.4,0,0.06,MJO69XTX-AUI8,N,7
p0CiQrxe-9jKS,34,48989,Própria,10,ckjHJSw5-KElJ,Educação,A,2400,7.14,0,0.05,m36oMGK2-Hp3A,N,5
kTtTpj3J-b0Aq,23,80004,Aluguel,2,aZlnMysI-5ACb,"Quitação de dividas",A,3400,8.49,0,0.04,LfPTvoyz-XeOO,N,3
ZJ0nktmH-nHs9,28,58650,Hipotecada,5,AD562WG0-CstO,Médico,D,20000,14.91,1,0.29,wSob2K0r-ToLi,Y,10
2D8daR2C-e6Yq,30,54000,Aluguel,4,bYW5ZrnW-mtyE,"Quitação de dividas",D,20000,14.84,1,0.37,KMZSHJOL-qPPT,Y,9
9NAc0eGc-in7t,35,350000,Hipotecada,10,cvue9Z9Q-YKWr,Investimento,D,35000,17.49,0,0.1,tW2StdPd-yw7l,N,7
qmgXNtCk-WA7O,26,64000,Aluguel,0,4dww4Eht-0TKa,Educação,C,9600,11.97,1,0.15,6vJRSC8G-XsLY,N,4
Nym1CFDE-enXk,21,24996,Aluguel,1,DG1nkDcL-JWLU,Médico,D,3600,14.09,1,0.14,q5ZSdPdI-3zii,N,3
92pcxhWB-QjiY,30,66120,Hipotecada,10,4zMkie0l-dqUO,Pessoal,C,2800,13.57,0,0.04,Q0wAzR5t-LYl7,N,6
BmqWi2a8-MCqb,26,120000,Hipotecada,10,YE9jXKCy-Y7Ak,"Melhoramento do lar",D,10000,14.59,0,0.08,Q1xlxgUf-O9M7,Y,2
wj308bMW-fedb,21,20400,Aluguel,2,KMORMfO8-awt6,Investimento,B,4500,10.99,0,0.22,66r9bO5D-roMG,N,3
dG1XRq8X-FHFu,30,36000,Hipotecada,8,q0bE3Zd8-3cZQ,Pessoal,B,5000,8.88,0,0.14,8fZ2ixiU-mjwk,N,5
62yvkQA8-UKsJ,29,80000,Aluguel,13,0jU3ZEMK-FTdy,Médico,C,15000,13.72,0,0.19,5hu5JJec-BB4i,Y,5
Z0lYDITm-1Zh5,29,108000,Hipotecada,2,dNtSSQGo-BhSy,Pessoal,D,24500,12.61,1,0.23,tJno57cs-6qTk,N,9
1Irhlqb1-ohx2,24,43000,Hipotecada,1,h4bOxP6o-BMgs,Pessoal,D,4000,17.49,1,0.09,f9PxK6zb-acGQ,N,3
WMqjM3ig-JzpG,25,33600,Hipotecada,1,BuOcCkQW-0ccw,Investimento,B,12000,9.99,0,0.36,gGbexxMJ-ciEP,N,3
pwRGGTgt-oYCS,23,74000,Hipotecada,4,XiczzadD-H1hO,Investimento,B,20000,11.48,0,0.27,vnoeaaYD-Qjp2,N,4
mMTAkqq9-D8mH,26,36000,Aluguel,2,1bql8Ngy-57b7,"Quitação de dividas",B,14500,9.88,1,0.4,Ya6R1JaL-un7H,N,3
yP5Dney0-J7Cz,27,33000,Aluguel,4,8kBLXKJn-hLJP,Médico,A,10625,6.62,1,0.32,bbUFmB9N-kF5Y,N,5
RCBFutyt-SThk,27,120000,Hipotecada,2,kLgorBPE-r7uk,Médico,B,16000,12.21,0,0.13,3erTClr5-fpHm,N,8
6yofU7aU-1ZIB,26,48701,Aluguel,3,adXa57dI-uuyl,Médico,B,8000,11.48,0,0.16,JRqeWQ41-ZrfC,N,4
c2b6HoMB-sxCc,24,60000,Aluguel,4,9zbsQnKj-tcDp,Médico,A,10000,7.49,0,0.17,RQGTTld6-FoCD,N,4
JPaRt3vv-XHZP,30,30000,Aluguel,0,dhcGnwP9-aR6Y,Investimento,D,7750,13.87,1,0.26,bhwdCnp0-EwQN,Y,9
7vwYJy1L-1gLu,23,24000,Hipotecada,5,F6NOq2zd-yYlo,Médico,B,1375,11.11,1,0.06,I49jH1CX-7EdQ,N,4
ROBhnJt7-xiPy,57,53000,Hipotecada,1,2oeasqgB-BnjC,Pessoal,C,5800,13.16,0,0.11,0iv8mdJa-14Js,Y,30
2sbXnTIo-v9wx,40,110000,Hipotecada,14,JYg1so2J-uKB7,Pessoal,B,5000,11.49,0,0.05,dYtJsFkJ-9gqn,N,14
EixUsoOe-LMUd,41,35100,Hipotecada,3,ZSLOfZ2L-2TJD,Educação,A,4650,7.88,0,0.13,zvspTS0x-9DoN,N,17
1coJSWOb-Fnbh,30,130000,Hipotecada,8,TCIwoljo-Ckja,Investimento,B,27000,11.71,0,0.21,4cwfIPtv-2bMX,N,6
iy1MEDPv-YDSx,22,35360,Hipotecada,6,yPKHZmFr-sfrh,Educação,A,9600,5.99,0,0.27,7QoBHr13-sJLW,N,4
5KqBhclR-tt3i,36,30000,Aluguel,7,70v4ELzo-oxCr,Educação,B,4000,10.74,0,0.13,PuKh3ve9-TNpN,N,12
IFT2ZMip-DSxp,22,55000,Aluguel,6,ErSlZIqr-dDia,Pessoal,B,8000,11.71,0,0.15,Xa8rWxy0-IPu8,N,3
HwQefbhQ-DpFE,22,128474,Hipotecada,6,iYBpcnQA-aJ33,"Quitação de dividas",A,30000,7.29,0,0.23,X71owRPP-o6Rq,N,2
F8dcE07I-JSyn,25,52000,Aluguel,1,ujUEkIBx-qq7C,Educação,B,20000,11.36,1,0.38,UowSa7cN-Njmb,N,4
zN50HoGr-o9E1,29,38400,Aluguel,4,BQF9phEw-myME,Investimento,B,3550,11.49,0,0.09,OgBJoYjy-70Yz,N,7
iRzGBHHY-CjFh,22,59000,Hipotecada,3,CIgB4X2Z-mLkT,"Quitação de dividas",D,19750,14.11,1,0.33,hibEnp8O-A0Mv,Y,3
58SzBJPX-2aPl,24,36000,Hipotecada,3,yCNoyWOm-D7ls,Médico,C,8000,13.61,0,0.22,BPZKcC6o-r9ko,N,2
0YThKPpr-wOmr,38,85000,Hipotecada,4,Dht5AcPc-c5i8,Pessoal,B,6000,10.99,0,0.07,tHP5h6KM-1zAc,N,14
kHsD6eOZ-btLH,28,51000,Aluguel,5,rszXdAl9-BcE1,"Melhoramento do lar",A,8000,9.63,0,0.16,yFE9gweA-eFr7,N,9
B8OPQ7mi-a0yW,23,95000,Aluguel,2,yxbnRPBq-fmSB,Investimento,B,13600,11.11,0,0.14,1SK7AAI3-blin,N,2
SXeJ2YoR-Sjx0,23,50000,Aluguel,1,231Fr3ih-YejT,Educação,C,12000,12.87,0,0.24,yv1CEZqx-FF3R,Y,2
fZQFFN1D-o3Cs,23,75000,Hipotecada,4,KpvivWij-K1Qt,"Quitação de dividas",A,4200,7.49,0,0.06,bazk7wGq-kMwr,N,4
cSy1SygW-ML2N,26,76668,Aluguel,10,Rabq9h7E-kgCa,Educação,A,7200,9.63,0,0.09,U1HFrGeh-vxqM,N,3
PTQXug13-lEdH,33,225000,Hipotecada,12,vaDFAmxT-J6L5,Pessoal,B,8000,9.99,0,0.04,OJ5lPPuv-dNzE,N,10
Umbi2lpA-R2hR,22,50000,Aluguel,6,v2SoZEIO-T2C6,Médico,A,10000,7.88,0,0.2,6fx0wzh8-8pdp,N,3
9YBYhIZj-gcbL,26,53155,Hipotecada,10,T2XlbgHv-YMhs,Médico,A,4000,6.76,0,0.08,8c7fNhj5-L0mq,N,3
OIjPcUyw-QC3K,25,88000,Hipotecada,9,lbrkldDU-mJBg,Pessoal,D,20000,17.58,1,0.23,J6OXfKwn-SpF7,N,3
Z8Uo86nK-UDSC,23,86500,Hipotecada,7,ff3ZwbWa-rXUL,Pessoal,A,14000,7.29,0,0.16,nfhvziDR-YJz6,N,3
QU09jAmO-xDjW,24,48000,Aluguel,7,GWsHAvY6-yysF,Pessoal,C,10000,14.22,0,0.21,EZuQ997u-bEAX,Y,4
D6fj73FX-LGUO,22,51012,Aluguel,1,RPoyUlQJ-C7kL,Pessoal,D,20000,17.49,1,0.39,FiffmLAt-WmS8,Y,4
ALm3QGhz-l9qA,24,85000,Própria,8,Y1YSAI1Y-SLNA,Investimento,A,10000,6.62,0,0.12,ajY6Mc6j-dLOg,N,4
sS5mwSwb-xrlz,22,36000,Aluguel,0,aoJ9l7Pd-JTgx,Pessoal,B,3000,11.71,0,0.08,8q3eigWa-RnjM,N,3
rDbFSFnM-xOse,25,89000,Hipotecada,9,EF5AkixB-nM30,Médico,A,14000,7.49,0,0.16,Xba5od4u-dmZA,N,2
GvYZtb4E-scGq,24,45000,Aluguel,3,ovp6g87R-098i,"Quitação de dividas",A,10000,7.51,0,0.22,TDU0vcI3-SPiN,N,2
LngSwego-UEzo,37,68480,Aluguel,2,8ljgh2h0-npBN,"Melhoramento do lar",C,3600,15.23,0,0.05,q7MgfOW3-27PC,Y,15
1yvdz8Gn-qojC,24,120000,Hipotecada,0,CUMHpvu7-lfQC,Pessoal,A,16000,9.63,0,0.13,hMiE77TJ-RBOo,N,2
qsLLy8JH-MBRw,39,97000,Aluguel,15,aTLEBrKL-Radn,Pessoal,B,3000,9.25,0,0.03,FAjUdeq6-IJLa,N,17
9WPLpYZR-RuXA,29,80000,Aluguel,2,m2U7A8ML-alUh,Médico,B,30000,12.42,1,0.38,aH1vLceL-bIhK,N,9
oZXBWXIY-DNLk,24,60000,Hipotecada,7,NFifUKEk-FKpN,Pessoal,A,10000,9.63,0,0.17,PBHZEPuf-5Zto,N,2
K7eLtOaq-GEGX,24,77385,Aluguel,6,AA1B4aeI-1IBm,"Quitação de dividas",A,9200,6.03,0,0.12,Du4NvZZt-PPAd,N,3
8nSuXBkJ-ur2F,23,108600,Hipotecada,3,i4BF1DEo-h2O9,Médico,C,8000,12.87,0,0.07,Qj4WuTIX-e7Ni,Y,2
MIx9DqG3-6Ehi,24,40800,Aluguel,0,eTgGENLt-qNpW,Investimento,A,2800,6.99,0,0.07,wHs1ufUs-tQik,N,4
j9R3I8kj-BhXy,32,25200,Aluguel,0,ozFsirfR-2CI8,Pessoal,A,5000,7.91,0,0.2,LMvzZ0sO-QtrS,N,8
lEwZFIQH-RpBj,31,46000,Aluguel,0,sZ4gFayh-K7cv,Médico,A,10000,7.51,0,0.22,S6IMlxps-Nopg,N,7
XIFlFQuB-RwIw,29,52884,Aluguel,3,t0xANK5C-BFE9,Pessoal,B,5600,11.99,0,0.11,RIyq9MmO-AvmC,N,10
kAYpe6NF-PsTg,27,60000,Própria,11,ctWSzyYG-QL2w,Investimento,C,4000,13.98,0,0.07,bJaqurZs-YZvv,Y,7
jCD2tm34-EbEi,30,41600,Hipotecada,2,n3RN4tr3-GTWe,Educação,A,4500,6.76,0,0.11,cSWHKGha-7ei1,N,9
EH4XoTme-kUKm,30,148000,Aluguel,2,UOUbhp1H-J7Hb,Educação,E,22200,19.42,1,0.15,dfOR8ZjY-TSfF,N,8
S2jtsMOK-EZmy,25,48074,Aluguel,4,Fx4DLnMP-Sriy,Educação,C,12000,13.85,0,0.25,w0tkPHe4-sjJ2,Y,4
rBLux8yM-f98s,44,30000,Hipotecada,7,oeP0g3yx-JxNJ,"Quitação de dividas",D,4500,15.62,1,0.15,ZwEPIxmy-ZGcj,N,15
EfdzEBEq-lcdk,22,120000,Hipotecada,3,bwvTEMLY-ru6H,Médico,C,9600,13.22,0,0.08,uh5BSZdj-qcag,Y,4
317taF9b-FQtX,25,51684,Hipotecada,9,e3rzt7lT-Oc1W,Pessoal,D,4000,15.99,0,0.08,1y6ouije-2n3p,N,4
TEMH4RPe-CjrW,24,60000,Aluguel,9,EwQ9F37T-sCmw,Médico,A,6000,7.51,0,0.1,BRSHxHaz-Xz8c,N,3
8QPfHO9E-G21Y,36,103000,Aluguel,0,l8g7fbwL-5fe9,"Quitação de dividas",C,20000,13.79,0,0.19,I5iPnPAs-gXb8,Y,17
48TfiI2y-Hc4F,23,59800,Hipotecada,7,DAwpZMso-9ckt,Investimento,C,15000,15.96,0,0.25,QhGQYAas-cZwd,Y,3
THRFr5v4-yYtT,21,87500,Hipotecada,5,T8vxFjCh-G8FE,Pessoal,C,25000,13.98,0,0.29,wHOzj0NX-WG63,Y,3
inryPJEF-AWoY,31,60000,Hipotecada,15,0eWody1E-TUGx,"Quitação de dividas",A,10000,9.63,0,0.17,UmWGkO62-XxyG,N,8
4ufodLok-viHC,27,57600,Aluguel,3,uWB0WG4g-QkFN,Educação,A,14000,7.29,0,0.24,8tC0Qblm-aJJM,N,8
nk6Dtywu-u3YR,28,27000,Própria,7,2i5UmxCs-jGkB,Pessoal,B,2400,10.99,0,0.09,mEKD20xU-rOgn,N,5
xOTcHLSA-3zGi,24,56000,Aluguel,7,G46BkZIT-B2zg,Investimento,A,7000,8.59,0,0.13,Y8FH4CxJ-KHjj,N,3
10x8OcyW-gb5L,27,69000,Aluguel,11,GJyD6fM9-aHPq,Investimento,A,2500,7.14,0,0.04,XeESWx0G-s3Yh,N,8
u5XHBeMO-cINk,22,50663,Aluguel,0,aBnedHo5-3jP2,Educação,C,7500,13.22,0,0.15,bAAnC08l-p5Pt,N,2
xy1kkruB-5AUB,23,35500,Hipotecada,8,vAsUMjct-627d,Educação,A,9000,7.49,0,0.25,Odhu6CWI-E2Ls,N,3
yWeih0rf-WSps,30,32000,Aluguel,15,EMDeXKHg-k9d9,Investimento,C,11500,15.23,1,0.36,CI3dl7JR-Za2l,N,6
JMeQisLP-8wMt,22,24000,Própria,3,00CRs4fj-UeT5,Educação,B,6000,11.49,0,0.25,IxUhlTby-I4H2,N,4
ATkWAgco-g92h,25,125800,Hipotecada,0,wdBq1LX5-u7li,Médico,D,10000,14.09,1,0.07,EBjFUM5J-vNB0,N,4
7QiIKfsc-8B2y,44,61000,Aluguel,7,Jf9gbtBy-OgD6,"Quitação de dividas",D,10000,14.11,1,0.16,NWtzjF8d-1urG,Y,12
744fFIr8-pwSm,27,223000,Aluguel,2,bFTDaCFU-eegS,Educação,F,25000,18.3,1,0.11,pPBB8Jwf-dpd7,N,9
aCx7JFhM-anPa,30,61800,Hipotecada,6,jxGovrgK-pueb,"Quitação de dividas",B,20000,11.36,0,0.32,DeZeputp-2vUE,N,8
q4yOwiSp-ehi9,28,55000,Aluguel,5,1hTDbTdY-tCa7,Pessoal,C,16000,13.98,0,0.29,irf6IJUf-b5ch,Y,9
5Nkd7Oam-2LiC,24,132000,Hipotecada,8,E0QZlEsd-nlsQ,Investimento,D,14000,17.49,0,0.11,ncLEu0MN-aSwG,Y,2
UsXRFjQJ-mL01,30,59000,Hipotecada,4,JxNM1wBA-Klxf,Médico,A,10000,8,1,0.17,E6j3ynII-yd9X,N,9
x3R3N5Z6-PwM3,22,50650,Aluguel,4,1WsWcRw3-cBw8,"Quitação de dividas",B,6000,11.86,0,0.12,h8YC0eqo-c0lY,N,2
mSjj8C71-s1yT,21,39996,Aluguel,2,Xqb3NH0b-UmmW,Educação,A,10000,8.59,0,0.25,REIcsvkM-x35M,N,4
eJWJHGY0-9Qps,21,63000,Hipotecada,5,mh7ugpFN-Ysb7,"Quitação de dividas",B,11200,10.99,0,0.18,BjpG47h8-9Slr,N,4
